Gene	Length
Pmea_00015402	348
Pmea_00015403	429
Pmea_00015404	450
Pmea_00015405	426
Pmea_00015406	1365
Pmea_00015407	825
Pmea_00015408	1581
Pmea_00015409	711
Pmea_00015410	276
Pmea_00015411	675
Pmea_00015412	153
Pmea_00015413	489
Pmea_00015414	246
Pmea_00015415	297
Pmea_00015416	1689
Pmea_00015417	1041
Pmea_00015418	540
Pmea_00015419	996
Pmea_00015420	585
Pmea_00015421	435
Pmea_00015422	546
Pmea_00015423	1404
Pmea_00015424	1374
Pmea_00015425	405
Pmea_00015426	681
Pmea_00015427	630
Pmea_00015428	828
Pmea_00015429	465
Pmea_00015430	285
Pmea_00015431	354
Pmea_00015432	1110
Pmea_00015433	1155
Pmea_00015434	1254
Pmea_00015435	1161
Pmea_00015436	870
Pmea_00015437	3138
Pmea_00015438	3144
Pmea_00015439	3138
Pmea_00015440	651
Pmea_00015441	1041
Pmea_00015442	594
Pmea_00015443	576
Pmea_00015444	621
Pmea_00015445	2307
Pmea_00015446	1206
Pmea_00015447	255
Pmea_00015448	885
Pmea_00015449	582
Pmea_00015450	1563
Pmea_00015451	1383
Pmea_00015452	1230
Pmea_00015453	4872
Pmea_00015454	1311
Pmea_00015455	1548
Pmea_00015456	651
Pmea_00015457	3156
Pmea_00015458	483
Pmea_00015459	402
Pmea_00015460	1383
Pmea_00015461	156
Pmea_00015462	741
Pmea_00015463	171
Pmea_00015464	1335
Pmea_00015465	2955
Pmea_00015466	1839
Pmea_00015467	2145
Pmea_00015468	1860
Pmea_00015469	1560
Pmea_00015470	543
Pmea_00015471	2247
Pmea_00015472	1857
Pmea_00015473	3324
Pmea_00015474	1182
Pmea_00015475	1095
Pmea_00015476	2634
Pmea_00015477	1437
Pmea_00015478	1305
Pmea_00015479	360
Pmea_00015480	1707
Pmea_00015481	459
Pmea_00015482	618
Pmea_00015483	1038
Pmea_00015484	432
Pmea_00015485	1611
Pmea_00015486	2118
Pmea_00015487	1983
Pmea_00015488	2697
Pmea_00015489	471
Pmea_00015490	2241
Pmea_00015491	2166
Pmea_00015492	1986
Pmea_00015493	2046
Pmea_00015494	4824
Pmea_00015495	4761
Pmea_00015496	333
Pmea_00015497	492
Pmea_00015498	4740
Pmea_00015499	438
Pmea_00015500	612
Pmea_00015501	1338
Pmea_00015502	2295
Pmea_00015503	1980
Pmea_00015504	4764
Pmea_00015505	2469
Pmea_00015506	615
Pmea_00015507	1467
Pmea_00015508	702
Pmea_00015509	684
Pmea_00015510	603
Pmea_00015511	678
Pmea_00015512	1671
Pmea_00015513	576
Pmea_00015514	1386
Pmea_00015515	1347
Pmea_00015516	1305
Pmea_00015517	351
Pmea_00015518	165
Pmea_00015519	1473
Pmea_00015520	138
Pmea_00015521	426
Pmea_00015522	1461
Pmea_00015523	7356
Pmea_00015524	1464
Pmea_00015525	957
Pmea_00015526	1092
Pmea_00015527	1113
Pmea_00015528	7410
Pmea_00015529	1083
Pmea_00015530	294
Pmea_00015531	237
Pmea_00015532	1119
Pmea_00015533	1575
Pmea_00015534	14337
Pmea_00015535	5241
Pmea_00015536	1281
Pmea_00015537	1143
Pmea_00015538	228
Pmea_00015539	4179
Pmea_00015540	1185
Pmea_00015541	2550
Pmea_00015542	1071
Pmea_00015543	6756
Pmea_00015544	426
Pmea_00015545	1365
Pmea_00015546	954
Pmea_00015547	1056
Pmea_00015548	810
Pmea_00015549	378
Pmea_00015550	780
Pmea_00015551	5310
Pmea_00015552	1488
Pmea_00015553	3018
Pmea_00015554	507
Pmea_00015555	615
Pmea_00015556	1077
Pmea_00015557	1077
Pmea_00015558	1998
Pmea_00015559	1605
Pmea_00015560	5823
Pmea_00015561	2337
Pmea_00015562	2208
Pmea_00015563	852
Pmea_00015564	1014
Pmea_00015565	1347
Pmea_00015566	3324
Pmea_00015567	774
Pmea_00015568	294
Pmea_00015569	2634
Pmea_00015570	4374
Pmea_00015571	837
Pmea_00015572	1323
Pmea_00015573	1323
Pmea_00015574	1590
Pmea_00015575	486
Pmea_00015576	747
Pmea_00015577	1452
Pmea_00015578	1236
Pmea_00015579	1371
Pmea_00015580	222
Pmea_00015581	282
Pmea_00015582	2868
Pmea_00015583	720
Pmea_00015584	2862
Pmea_00015585	1479
Pmea_00015586	402
Pmea_00015587	3051
Pmea_00015588	5346
Pmea_00015589	315
Pmea_00015590	150
Pmea_00015591	1803
Pmea_00015592	570
Pmea_00015593	504
Pmea_00015594	1416
Pmea_00015595	5466
Pmea_00015596	210
Pmea_00015597	363
Pmea_00015598	1224
Pmea_00015599	861
Pmea_00015600	876
Pmea_00015601	4812
Pmea_00015602	969
Pmea_00015603	3291
Pmea_00015604	1119
Pmea_00015605	852
Pmea_00015606	3777
Pmea_00015607	222
Pmea_00015608	582
Pmea_00015609	1011
Pmea_00015610	4536
Pmea_00015611	414
Pmea_00015612	1134
Pmea_00015613	516
Pmea_00015614	4938
Pmea_00015615	660
Pmea_00015616	762
Pmea_00015617	2925
Pmea_00015618	198
Pmea_00015619	450
Pmea_00015620	639
Pmea_00015621	189
Pmea_00015622	264
Pmea_00015623	3879
Pmea_00015624	441
Pmea_00015625	459
Pmea_00015626	189
Pmea_00015627	531
Pmea_00015628	282
Pmea_00015629	435
Pmea_00015630	552
Pmea_00015631	1545
Pmea_00015632	597
Pmea_00015633	414
Pmea_00015634	438
Pmea_00015635	1764
Pmea_00015636	651
Pmea_00015637	1029
Pmea_00015638	552
Pmea_00015639	1458
Pmea_00015640	975
Pmea_00015641	2463
Pmea_00015642	7797
Pmea_00015643	2796
Pmea_00015644	2031
Pmea_00015645	2268
Pmea_00015646	4455
Pmea_00015647	411
Pmea_00015648	1101
Pmea_00015649	2094
Pmea_00015650	1851
Pmea_00015651	2208
Pmea_00015652	2574
Pmea_00015653	3312
Pmea_00015654	1371
Pmea_00015655	1380
Pmea_00015656	1197
Pmea_00015657	1752
Pmea_00015658	684
Pmea_00015659	2220
Pmea_00015660	2979
Pmea_00015661	1494
Pmea_00015662	2577
Pmea_00015663	621
Pmea_00015664	447
Pmea_00015665	798
Pmea_00015666	282
Pmea_00015667	798
Pmea_00015668	327
Pmea_00015669	531
Pmea_00015670	282
Pmea_00015671	798
Pmea_00015672	804
Pmea_00015673	555
Pmea_00015674	1503
Pmea_00015675	1164
Pmea_00015676	477
Pmea_00015677	2595
Pmea_00015678	1086
Pmea_00015679	2931
Pmea_00015680	1431
Pmea_00015681	534
Pmea_00015682	1035
Pmea_00015683	1029
Pmea_00015684	1158
Pmea_00015685	2280
Pmea_00015686	693
Pmea_00015687	783
Pmea_00015688	699
Pmea_00015689	642
Pmea_00015690	720
Pmea_00015691	153
Pmea_00015692	225
Pmea_00015693	264
Pmea_00015694	1326
Pmea_00015695	297
Pmea_00015696	303
Pmea_00015697	744
Pmea_00015698	510
Pmea_00015699	753
Pmea_00015700	1971
Pmea_00015701	1773
Pmea_00015702	363
Pmea_00015703	603
Pmea_00015704	2946
Pmea_00015705	2178
Pmea_00015706	1692
Pmea_00015707	2829
Pmea_00015708	252
Pmea_00015709	3591
Pmea_00015710	567
Pmea_00015711	3171
Pmea_00015712	513
Pmea_00015713	2805
Pmea_00015714	4197
Pmea_00015715	2457
Pmea_00015716	543
Pmea_00015717	549
Pmea_00015718	2112
Pmea_00015719	1059
Pmea_00015720	1920
Pmea_00015721	1596
Pmea_00015722	1455
Pmea_00015723	909
Pmea_00015724	1398
Pmea_00015725	1773
Pmea_00015726	1005
Pmea_00015727	2391
Pmea_00015728	1137
Pmea_00015729	576
Pmea_00015730	3414
Pmea_00015731	228
Pmea_00015732	2517
Pmea_00015733	2640
Pmea_00015734	654
Pmea_00015735	3450
Pmea_00015736	2448
Pmea_00015737	879
Pmea_00015738	1299
Pmea_00015739	591
Pmea_00015740	4011
Pmea_00015741	2931
Pmea_00015742	327
Pmea_00015743	2442
Pmea_00015744	249
Pmea_00015745	372
Pmea_00015746	900
Pmea_00015747	681
Pmea_00015748	213
Pmea_00015749	1779
Pmea_00015750	597
Pmea_00015751	360
Pmea_00015752	1800
Pmea_00015753	939
Pmea_00015754	612
Pmea_00015755	291
Pmea_00015756	1770
Pmea_00015757	3000
Pmea_00015758	1152
Pmea_00015759	1389
Pmea_00015760	192
Pmea_00015761	192
Pmea_00015762	1800
Pmea_00015763	1659
Pmea_00015764	1119
Pmea_00015765	1728
Pmea_00015766	2940
Pmea_00015767	732
Pmea_00015768	696
Pmea_00015769	2406
Pmea_00015770	1932
Pmea_00015771	3099
Pmea_00015772	2940
Pmea_00015773	342
Pmea_00015774	306
Pmea_00015775	5139
Pmea_00015776	1239
Pmea_00015777	1194
Pmea_00015778	1272
Pmea_00015779	1578
Pmea_00015780	2361
Pmea_00015781	1650
Pmea_00015782	1470
Pmea_00015783	777
Pmea_00015784	2637
Pmea_00015785	1695
Pmea_00015786	912
Pmea_00015787	4383
Pmea_00015788	495
Pmea_00015789	579
Pmea_00015790	1959
Pmea_00015791	693
Pmea_00015792	768
Pmea_00015793	303
Pmea_00015794	1941
Pmea_00015795	1056
Pmea_00015796	336
Pmea_00015797	942
Pmea_00015798	4506
Pmea_00015799	2820
Pmea_00015800	291
Pmea_00015801	357
Pmea_00015802	690
Pmea_00015803	4986
Pmea_00015804	291
Pmea_00015805	234
Pmea_00015806	5586
Pmea_00015807	408
Pmea_00015808	393
Pmea_00015809	4470
Pmea_00015810	2241
Pmea_00015811	1773
Pmea_00015812	2175
Pmea_00015813	471
Pmea_00015814	834
Pmea_00015815	891
Pmea_00015816	978
Pmea_00015817	918
Pmea_00015818	2073
Pmea_00015819	816
Pmea_00015820	1593
Pmea_00015821	1176
Pmea_00015822	3705
Pmea_00015823	1119
Pmea_00015824	3333
Pmea_00015825	3126
Pmea_00015826	1632
Pmea_00015827	5679
Pmea_00015828	336
Pmea_00015829	2697
Pmea_00015830	1176
Pmea_00015831	1263
Pmea_00015832	1518
Pmea_00015833	1302
Pmea_00015834	492
Pmea_00015835	1872
Pmea_00015836	426
Pmea_00015837	1059
Pmea_00015838	183
Pmea_00015839	912
Pmea_00015840	1698
Pmea_00015841	843
Pmea_00015842	1845
Pmea_00015843	2433
Pmea_00015844	3189
Pmea_00015845	2550
Pmea_00015846	216
Pmea_00015847	1689
Pmea_00015848	1176
Pmea_00015849	261
Pmea_00015850	267
Pmea_00015851	294
Pmea_00015852	342
Pmea_00015853	279
Pmea_00015854	267
Pmea_00015855	276
Pmea_00015856	2838
Pmea_00015857	642
Pmea_00015858	735
Pmea_00015859	567
Pmea_00015860	2652
Pmea_00015861	837
Pmea_00015862	879
Pmea_00015863	2025
Pmea_00015864	1638
Pmea_00015865	1074
Pmea_00015866	1146
Pmea_00015867	255
Pmea_00015868	1071
Pmea_00015869	894
Pmea_00015870	216
Pmea_00015871	708
Pmea_00015872	801
Pmea_00015873	3009
Pmea_00015874	390
Pmea_00015875	1557
Pmea_00015876	1068
Pmea_00015877	534
Pmea_00015878	792
Pmea_00015879	249
Pmea_00015880	408
Pmea_00015881	849
Pmea_00015882	1455
Pmea_00015883	321
Pmea_00015884	198
Pmea_00015885	912
Pmea_00015886	384
Pmea_00015887	1593
Pmea_00015888	1752
Pmea_00015889	1683
Pmea_00015890	687
Pmea_00015891	1029
Pmea_00015892	3195
Pmea_00015893	1851
Pmea_00015894	1506
Pmea_00015895	312
Pmea_00015896	1629
Pmea_00015897	1344
Pmea_00015898	636
Pmea_00015899	2199
Pmea_00015900	756
Pmea_00015901	417
Pmea_00015902	813
Pmea_00015903	840
Pmea_00015904	573
Pmea_00015905	567
Pmea_00015906	507
Pmea_00015907	543
Pmea_00015908	933
Pmea_00015909	840
Pmea_00015910	1077
Pmea_00015911	1179
Pmea_00015912	2001
Pmea_00015913	585
Pmea_00015914	2190
Pmea_00015915	1683
Pmea_00015916	1317
Pmea_00015917	699
Pmea_00015918	1503
Pmea_00015919	384
Pmea_00015920	2688
Pmea_00015921	2697
Pmea_00015922	1578
Pmea_00015923	1236
Pmea_00015924	1800
Pmea_00015925	453
Pmea_00015926	1749
Pmea_00015927	252
Pmea_00015928	1749
Pmea_00015929	1671
Pmea_00015930	1182
Pmea_00015931	180
Pmea_00015932	927
Pmea_00015933	2121
Pmea_00015934	1944
Pmea_00015935	567
Pmea_00015936	195
Pmea_00015937	798
Pmea_00015938	489
Pmea_00015939	3240
Pmea_00015940	588
Pmea_00015941	825
Pmea_00015942	816
Pmea_00015943	507
Pmea_00015944	585
Pmea_00015945	183
Pmea_00015946	3231
Pmea_00015947	399
Pmea_00015948	231
Pmea_00015949	2793
Pmea_00015950	303
Pmea_00015951	1785
Pmea_00015952	225
Pmea_00015953	549
Pmea_00015954	1515
Pmea_00015955	750
Pmea_00015956	1929
Pmea_00015957	630
Pmea_00015958	750
Pmea_00015959	657
Pmea_00015960	309
Pmea_00015961	4998
Pmea_00015962	1749
Pmea_00015963	1026
Pmea_00015964	861
Pmea_00015965	723
Pmea_00015966	1167
Pmea_00015967	2850
Pmea_00015968	282
Pmea_00015969	606
Pmea_00015970	312
Pmea_00015971	243
Pmea_00015972	258
Pmea_00015973	288
Pmea_00015974	933
Pmea_00015975	252
Pmea_00015976	318
Pmea_00015977	1275
Pmea_00015978	3885
Pmea_00015979	4602
Pmea_00015980	1020
Pmea_00015981	1065
Pmea_00015982	1053
Pmea_00015983	4047
Pmea_00015984	1023
Pmea_00015985	444
Pmea_00015986	300
Pmea_00015987	1326
Pmea_00015988	2925
Pmea_00015989	1311
Pmea_00015990	1539
Pmea_00015991	384
Pmea_00015992	2154
Pmea_00015993	1539
Pmea_00015994	708
Pmea_00015995	861
Pmea_00015996	903
Pmea_00015997	759
Pmea_00015998	888
Pmea_00015999	1350
Pmea_00016000	999
Pmea_00016001	888
Pmea_00016002	453
Pmea_00016003	561
Pmea_00016004	384
Pmea_00016005	570
Pmea_00016006	879
Pmea_00016007	1851
Pmea_00016008	975
Pmea_00016009	288
Pmea_00016010	1497
Pmea_00016011	300
Pmea_00016012	579
Pmea_00016013	861
Pmea_00016014	387
Pmea_00016015	279
Pmea_00016016	300
Pmea_00016017	2070
Pmea_00016018	744
Pmea_00016019	615
Pmea_00016020	366
Pmea_00016021	606
Pmea_00016022	1011
Pmea_00016023	837
Pmea_00016024	681
Pmea_00016025	423
Pmea_00016026	924
Pmea_00016027	306
Pmea_00016028	1020
Pmea_00016029	1227
Pmea_00016030	333
Pmea_00016031	414
Pmea_00016032	1281
Pmea_00016033	1116
Pmea_00016034	1626
Pmea_00016035	2313
Pmea_00016036	1305
Pmea_00016037	1848
Pmea_00016038	1389
Pmea_00016039	336
Pmea_00016040	1170
Pmea_00016041	942
Pmea_00016042	1344
Pmea_00016043	1554
Pmea_00016044	414
Pmea_00016045	270
Pmea_00016046	261
Pmea_00016047	348
Pmea_00016048	891
Pmea_00016049	3909
Pmea_00016050	432
Pmea_00016051	513
Pmea_00016052	3900
Pmea_00016053	150
Pmea_00016054	2553
Pmea_00016055	2286
Pmea_00016056	996
Pmea_00016057	2010
Pmea_00016058	321
Pmea_00016059	546
Pmea_00016060	468
Pmea_00016061	534
Pmea_00016062	561
Pmea_00016063	2232
Pmea_00016064	537
Pmea_00016065	924
Pmea_00016066	537
Pmea_00016067	186
Pmea_00016068	849
Pmea_00016069	498
Pmea_00016070	1071
Pmea_00016071	810
Pmea_00016072	2610
Pmea_00016073	867
Pmea_00016074	915
Pmea_00016075	450
Pmea_00016076	315
Pmea_00016077	1056
Pmea_00016078	843
Pmea_00016079	495
Pmea_00016080	489
Pmea_00016081	1755
Pmea_00016082	984
Pmea_00016083	5079
Pmea_00016084	696
Pmea_00016085	1242
Pmea_00016086	957
Pmea_00016087	669
Pmea_00016088	459
Pmea_00016089	516
Pmea_00016090	483
Pmea_00016091	216
Pmea_00016092	423
Pmea_00016093	336
Pmea_00016094	945
Pmea_00016095	951
Pmea_00016096	768
Pmea_00016097	882
Pmea_00016098	213
Pmea_00016099	969
Pmea_00016100	432
Pmea_00016101	426
Pmea_00016102	1371
Pmea_00016103	459
Pmea_00016104	576
Pmea_00016105	1056
Pmea_00016106	495
Pmea_00016107	699
Pmea_00016108	1098
Pmea_00016109	1953
Pmea_00016110	1818
Pmea_00016111	1851
Pmea_00016112	942
Pmea_00016113	2814
Pmea_00016114	1818
Pmea_00016115	13197
Pmea_00016116	879
Pmea_00016117	1422
Pmea_00016118	1263
Pmea_00016119	1437
Pmea_00016120	1371
Pmea_00016121	1644
Pmea_00016122	624
Pmea_00016123	327
Pmea_00016124	2439
Pmea_00016125	4539
Pmea_00016126	264
Pmea_00016127	1611
Pmea_00016128	984
Pmea_00016129	3294
Pmea_00016130	504
Pmea_00016131	405
Pmea_00016132	813
Pmea_00016133	4068
Pmea_00016134	822
Pmea_00016135	711
Pmea_00016136	966
Pmea_00016137	3762
Pmea_00016138	1410
Pmea_00016139	1107
Pmea_00016140	999
Pmea_00016141	2043
Pmea_00016142	1215
Pmea_00016143	384
Pmea_00016144	1224
Pmea_00016145	606
Pmea_00016146	1002
Pmea_00016147	1404
Pmea_00016148	2274
Pmea_00016149	330
Pmea_00016150	1245
Pmea_00016151	957
Pmea_00016152	1770
Pmea_00016153	1242
Pmea_00016154	504
Pmea_00016155	795
Pmea_00016156	318
Pmea_00016157	603
Pmea_00016158	1905
Pmea_00016159	312
Pmea_00016160	726
Pmea_00016161	1167
Pmea_00016162	156
Pmea_00016163	585
Pmea_00016164	2271
Pmea_00016165	474
Pmea_00016166	507
Pmea_00016167	1206
Pmea_00016168	318
Pmea_00016169	924
Pmea_00016170	807
Pmea_00016171	3726
Pmea_00016172	1236
Pmea_00016173	1038
Pmea_00016174	1533
Pmea_00016175	1380
Pmea_00016176	570
Pmea_00016177	1809
Pmea_00016178	2253
Pmea_00016179	891
Pmea_00016180	1797
Pmea_00016181	369
Pmea_00016182	282
Pmea_00016183	3210
Pmea_00016184	375
Pmea_00016185	1695
Pmea_00016186	1500
Pmea_00016187	1923
Pmea_00016188	828
Pmea_00016189	2232
Pmea_00016190	1170
Pmea_00016191	1572
Pmea_00016192	1491
Pmea_00016193	897
Pmea_00016194	1800
Pmea_00016195	945
Pmea_00016196	504
Pmea_00016197	2883
Pmea_00016198	1086
Pmea_00016199	1896
Pmea_00016200	1182
Pmea_00016201	864
Pmea_00016202	864
Pmea_00016203	891
Pmea_00016204	306
Pmea_00016205	837
Pmea_00016206	2364
Pmea_00016207	795
Pmea_00016208	3504
Pmea_00016209	270
Pmea_00016210	918
Pmea_00016211	693
Pmea_00016212	3435
Pmea_00016213	903
Pmea_00016214	2022
Pmea_00016215	2238
Pmea_00016216	222
Pmea_00016217	324
Pmea_00016218	396
Pmea_00016219	1452
Pmea_00016220	474
Pmea_00016221	1413
Pmea_00016222	1452
Pmea_00016223	1479
Pmea_00016224	4206
Pmea_00016225	1548
Pmea_00016226	3396
Pmea_00016227	1008
Pmea_00016228	2658
Pmea_00016229	1575
Pmea_00016230	1380
Pmea_00016231	2160
Pmea_00016232	4905
Pmea_00016233	1533
Pmea_00016234	1488
Pmea_00016235	624
Pmea_00016236	1587
Pmea_00016237	1422
Pmea_00016238	639
Pmea_00016239	2061
Pmea_00016240	864
Pmea_00016241	726
Pmea_00016242	1155
Pmea_00016243	831
Pmea_00016244	1032
Pmea_00016245	831
Pmea_00016246	3330
Pmea_00016247	273
Pmea_00016248	579
Pmea_00016249	303
Pmea_00016250	2556
Pmea_00016251	1560
Pmea_00016252	660
Pmea_00016253	2826
Pmea_00016254	657
Pmea_00016255	297
Pmea_00016256	3354
Pmea_00016257	393
Pmea_00016258	789
Pmea_00016259	1968
Pmea_00016260	591
Pmea_00016261	930
Pmea_00016262	642
Pmea_00016263	642
Pmea_00016264	366
Pmea_00016265	1650
Pmea_00016266	594
Pmea_00016267	2106
Pmea_00016268	4200
Pmea_00016269	942
Pmea_00016270	819
Pmea_00016271	342
Pmea_00016272	2553
Pmea_00016273	1974
Pmea_00016274	1329
Pmea_00016275	882
Pmea_00016276	1269
Pmea_00016277	1701
Pmea_00016278	1038
Pmea_00016279	1104
Pmea_00016280	2427
Pmea_00016281	1170
Pmea_00016282	2385
Pmea_00016283	3834
Pmea_00016284	3930
Pmea_00016285	1785
Pmea_00016286	3204
Pmea_00016287	423
Pmea_00016288	1026
Pmea_00016289	612
Pmea_00016290	357
Pmea_00016291	1890
Pmea_00016292	3327
Pmea_00016293	357
Pmea_00016294	372
Pmea_00016295	1563
Pmea_00016296	1131
Pmea_00016297	1434
Pmea_00016298	342
Pmea_00016299	837
Pmea_00016300	2574
Pmea_00016301	1536
Pmea_00016302	912
Pmea_00016303	240
Pmea_00016304	285
Pmea_00016305	1779
Pmea_00016306	312
Pmea_00016307	831
Pmea_00016308	2523
Pmea_00016309	918
Pmea_00016310	1524
Pmea_00016311	1740
Pmea_00016312	774
Pmea_00016313	3159
Pmea_00016314	285
Pmea_00016315	2043
Pmea_00016316	1890
Pmea_00016317	1827
Pmea_00016318	285
Pmea_00016319	2136
Pmea_00016320	384
Pmea_00016321	1620
Pmea_00016322	1005
Pmea_00016323	1929
Pmea_00016324	2043
Pmea_00016325	267
Pmea_00016326	1974
Pmea_00016327	1926
Pmea_00016328	2655
Pmea_00016329	1227
Pmea_00016330	864
Pmea_00016331	540
Pmea_00016332	2013
Pmea_00016333	1122
Pmea_00016334	564
Pmea_00016335	1641
Pmea_00016336	1200
Pmea_00016337	2031
Pmea_00016338	639
Pmea_00016339	726
Pmea_00016340	777
Pmea_00016341	528
Pmea_00016342	657
Pmea_00016343	306
Pmea_00016344	591
Pmea_00016345	2025
Pmea_00016346	4500
Pmea_00016347	345
Pmea_00016348	600
Pmea_00016349	1044
Pmea_00016350	1545
Pmea_00016351	663
Pmea_00016352	444
Pmea_00016353	4404
Pmea_00016354	1812
Pmea_00016355	1140
Pmea_00016356	1125
Pmea_00016357	1074
Pmea_00016358	495
Pmea_00016359	999
Pmea_00016360	3531
Pmea_00016361	1296
Pmea_00016362	273
Pmea_00016363	1677
Pmea_00016364	657
Pmea_00016365	1296
Pmea_00016366	276
Pmea_00016367	156
Pmea_00016368	225
Pmea_00016369	276
Pmea_00016370	1929
Pmea_00016371	1656
Pmea_00016372	225
Pmea_00016373	333
Pmea_00016374	1656
Pmea_00016375	336
Pmea_00016376	417
Pmea_00016377	696
Pmea_00016378	822
Pmea_00016379	402
Pmea_00016380	594
Pmea_00016381	348
Pmea_00016382	2925
Pmea_00016383	1956
Pmea_00016384	237
Pmea_00016385	4845
Pmea_00016386	1062
Pmea_00016387	2016
Pmea_00016388	465
Pmea_00016389	594
Pmea_00016390	1887
Pmea_00016391	978
Pmea_00016392	909
Pmea_00016393	1953
Pmea_00016394	1269
Pmea_00016395	1500
Pmea_00016396	1497
Pmea_00016397	1695
Pmea_00016398	3120
Pmea_00016399	1998
Pmea_00016400	636
Pmea_00016401	312
Pmea_00016402	195
Pmea_00016403	951
Pmea_00016404	402
Pmea_00016405	714
Pmea_00016406	1404
Pmea_00016407	1104
Pmea_00016408	1134
Pmea_00016409	1686
Pmea_00016410	837
Pmea_00016411	486
Pmea_00016412	2139
Pmea_00016413	5016
Pmea_00016414	651
Pmea_00016415	4035
Pmea_00016416	1557
Pmea_00016417	1320
Pmea_00016418	1341
Pmea_00016419	1572
Pmea_00016420	405
Pmea_00016421	762
Pmea_00016422	945
Pmea_00016423	1026
Pmea_00016424	663
Pmea_00016425	1833
Pmea_00016426	1452
Pmea_00016427	807
Pmea_00016428	213
Pmea_00016429	306
Pmea_00016430	303
Pmea_00016431	666
Pmea_00016432	309
Pmea_00016433	741
Pmea_00016434	288
Pmea_00016435	2076
Pmea_00016436	681
Pmea_00016437	1164
Pmea_00016438	309
Pmea_00016439	300
Pmea_00016440	1215
Pmea_00016441	5196
Pmea_00016442	309
Pmea_00016443	2397
Pmea_00016444	813
Pmea_00016445	807
Pmea_00016446	741
Pmea_00016447	1368
Pmea_00016448	1038
Pmea_00016449	1002
Pmea_00016450	1041
Pmea_00016451	1041
Pmea_00016452	204
Pmea_00016453	1026
Pmea_00016454	804
Pmea_00016455	312
Pmea_00016456	534
Pmea_00016457	357
Pmea_00016458	1467
Pmea_00016459	618
Pmea_00016460	306
Pmea_00016461	315
Pmea_00016462	1911
Pmea_00016463	303
Pmea_00016464	687
Pmea_00016465	1002
Pmea_00016466	3621
Pmea_00016467	2022
Pmea_00016468	882
Pmea_00016469	1914
Pmea_00016470	726
Pmea_00016471	780
Pmea_00016472	2652
Pmea_00016473	2496
Pmea_00016474	891
Pmea_00016475	588
Pmea_00016476	2382
Pmea_00016477	795
Pmea_00016478	1224
Pmea_00016479	1404
Pmea_00016480	1134
Pmea_00016481	4428
Pmea_00016482	1365
Pmea_00016483	1941
Pmea_00016484	2031
Pmea_00016485	2415
Pmea_00016486	2643
Pmea_00016487	363
Pmea_00016488	396
Pmea_00016489	1128
Pmea_00016490	1305
Pmea_00016491	528
Pmea_00016492	1581
Pmea_00016493	1149
Pmea_00016494	1215
Pmea_00016495	3216
Pmea_00016496	267
Pmea_00016497	933
Pmea_00016498	2811
Pmea_00016499	654
Pmea_00016500	2424
Pmea_00016501	1797
Pmea_00016502	2397
Pmea_00016503	771
Pmea_00016504	1134
Pmea_00016505	3960
Pmea_00016506	1173
Pmea_00016507	981
Pmea_00016508	381
Pmea_00016509	1173
Pmea_00016510	2184
Pmea_00016511	1410
Pmea_00016512	1233
Pmea_00016513	1368
Pmea_00016514	705
Pmea_00016515	600
Pmea_00016516	762
Pmea_00016517	612
Pmea_00016518	1542
Pmea_00016519	2256
Pmea_00016520	5271
Pmea_00016521	870
Pmea_00016522	1389
Pmea_00016523	3582
Pmea_00016524	1182
Pmea_00016525	1437
Pmea_00016526	714
Pmea_00016527	1065
Pmea_00016528	699
Pmea_00016529	600
Pmea_00016530	915
Pmea_00016531	387
Pmea_00016532	744
Pmea_00016533	555
Pmea_00016534	159
Pmea_00016535	489
Pmea_00016536	858
Pmea_00016537	219
Pmea_00016538	1515
Pmea_00016539	645
Pmea_00016540	321
Pmea_00016541	1521
Pmea_00016542	2337
Pmea_00016543	1764
Pmea_00016544	858
Pmea_00016545	1050
Pmea_00016546	405
Pmea_00016547	597
Pmea_00016548	846
Pmea_00016549	4197
Pmea_00016550	1650
Pmea_00016551	2277
Pmea_00016552	1320
Pmea_00016553	1308
Pmea_00016554	2631
Pmea_00016555	315
Pmea_00016556	1308
Pmea_00016557	618
Pmea_00016558	2673
Pmea_00016559	2196
Pmea_00016560	1656
Pmea_00016561	1410
Pmea_00016562	684
Pmea_00016563	2769
Pmea_00016564	1149
Pmea_00016565	1053
Pmea_00016566	2319
Pmea_00016567	666
Pmea_00016568	2160
Pmea_00016569	1767
Pmea_00016570	1347
Pmea_00016571	327
Pmea_00016572	930
Pmea_00016573	936
Pmea_00016574	936
Pmea_00016575	1644
Pmea_00016576	1236
Pmea_00016577	921
Pmea_00016578	471
Pmea_00016579	270
Pmea_00016580	3405
Pmea_00016581	1119
Pmea_00016582	783
Pmea_00016583	2568
Pmea_00016584	2667
Pmea_00016585	780
Pmea_00016586	261
Pmea_00016587	381
Pmea_00016588	477
Pmea_00016589	360
Pmea_00016590	354
Pmea_00016591	207
Pmea_00016592	486
Pmea_00016593	423
Pmea_00016594	543
Pmea_00016595	1704
Pmea_00016596	726
Pmea_00016597	1401
Pmea_00016598	915
Pmea_00016599	663
Pmea_00016600	1002
Pmea_00016601	306
Pmea_00016602	1311
Pmea_00016603	312
Pmea_00016604	423
Pmea_00016605	468
Pmea_00016606	363
Pmea_00016607	321
Pmea_00016608	336
Pmea_00016609	1701
Pmea_00016610	657
Pmea_00016611	513
Pmea_00016612	204
Pmea_00016613	324
Pmea_00016614	2451
Pmea_00016615	684
Pmea_00016616	402
Pmea_00016617	309
